Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECD Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Year,SSP245_CMR5_2025,SSP245_CMR5_2026,SSP245_CMR5_2027,SSP245_CMR5_2028,SSP245_CMR5_2029,SSP245_CMR5_2030,SSP245_CMR5_2031,SSP245_CMR5_2032,SSP245_CMR5_2033,SSP245_CMR5_2034,SSP245_ECE3_2025,SSP245_ECE3_2026,SSP245_ECE3_2027,SSP245_ECE3_2028,SSP245_ECE3_2029,SSP245_ECE3_2030,SSP245_ECE3_2031,SSP245_ECE3_2032,SSP245_ECE3_2033,SSP245_ECE3_2034,SSP245_MEHR_2025,SSP245_MEHR_2026,SSP245_MEHR_2027,SSP245_MEHR_2028,SSP245_MEHR_2029,SSP245_MEHR_2030,SSP245_MEHR_2031,SSP245_MEHR_2032,SSP245_MEHR_2033,SSP245_MEHR_2034
03.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.07.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.07.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.07.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.07.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.07.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.07.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
